,Time,Season,Venue,Round,Team,Opponent,GF,GA,Result,Points,xG_avg_last5,Touches__Att Pen_avg_last5,Performance__Crs_avg_last5,xGA_avg_last5,PPA_avg_last5,Carries__CPA_avg_last5,Performance__PKcon_avg_last5,Pass Types__TB_avg_last5,KP_avg_last5,Pass Types__Crs_avg_last5,Performance__PKwon_avg_last5,Ast_avg_last5,Sum_points_avg_last5,xG_opponent_avg_last5,Touches__Att Pen_opponent_avg_last5,Performance__Crs_opponent_avg_last5,xGA_opponent_avg_last5,PPA_opponent_avg_last5,Carries__CPA_opponent_avg_last5,Performance__PKcon_opponent_avg_last5,Pass Types__TB_opponent_avg_last5,KP_opponent_avg_last5,Pass Types__Crs_opponent_avg_last5,Performance__PKwon_opponent_avg_last5,Ast_opponent_avg_last5,Sum_points_opponent_avg_last5
2979,2018-03-31 13:00:00,2017,0,30,Levante,Girona,1.0,1.0,D,1,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,57.2979,1.4,21.0,19.0,0.5,8.0,1.0,0.0,0.0,11.0,19.0,0.0,0.0,49.7027
2980,2018-04-08 12:00:00,2017,1,31,Levante,Las Palmas,2.0,1.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.129799999999996,1.3,12.0,20.0,1.3,5.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,49.7048
2981,2018-04-15 16:15:00,2017,0,32,Levante,Atletico Madrid,0.0,3.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,59.612899999999996,2.1,20.0,10.0,0.4,8.0,5.0,0.0,2.0,9.0,10.0,0.0,1.0,0.0
2982,2018-04-19 21:30:00,2017,1,33,Levante,Malaga,1.0,0.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.3613,1.7,25.0,19.0,1.3,6.0,7.0,1.0,1.0,8.0,19.0,0.0,0.0,56.3613
2983,2018-04-23 21:00:00,2017,0,34,Levante,Athletic Club,3.0,1.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.036199999999994,0.9,20.0,14.0,1.0,6.0,4.0,1.0,0.0,8.0,14.0,0.0,1.0,0.0
2984,2018-04-27 21:00:00,2017,1,35,Levante,Sevilla,2.0,1.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,54.2036,2.49992,21.000200000000003,21.000700000000002,0.30005000000000004,8.0,3.0004,0.0,1.0001,10.9999,21.000700000000002,0.9999,1.9998,47.9521
2985,2018-05-07 21:00:00,2017,0,36,Levante,Leganes,3.0,0.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,53.120400000000004,1.3,18.0,20.0,1.0,5.0,6.0,0.0,0.0,8.0,20.0,0.0,1.0,48.291000000000004
2986,2018-05-13 20:45:00,2017,1,37,Levante,Barcelona,5.0,4.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,53.912,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,2.7027
2987,2018-05-19 13:00:00,2017,0,38,Levante,Celta Vigo,2.0,4.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,58.4912,1.4000000000000001,25.1,17.0,2.06,7.3,3.7,0.19999999999999996,2.7,8.6,17.0,0.0,2.7,0.10019999999999998
2988,2018-08-17 22:15:00,2018,0,1,Levante,Real Betis,3.0,0.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.2491,1.3,15.0,9.0,0.1,7.0,4.0,0.0,0.0,8.0,9.0,0.0,2.0,56.129799999999996
2989,2018-08-27 20:15:00,2018,1,2,Levante,Celta Vigo,1.0,2.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,60.524899999999995,1.499,25.991000000000003,17.0,2.0006,7.002999999999999,3.997,0.0019999999999999987,2.997,8.995999999999999,17.0,0.0,2.997,0.0009999999999999994
2990,2018-09-02 12:00:00,2018,1,3,Levante,Valencia,2.0,2.0,D,1,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,62.7525,0.7,20.0,16.0,1.6,5.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,55.833200000000005
2991,2018-09-16 16:15:00,2018,0,4,Levante,Espanyol,0.0,1.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,58.475300000000004,0.4,9.0,13.0,0.9,6.0,1.0,0.0,0.0,7.0,13.0,0.0,0.0,50.7495
2992,2018-09-23 12:00:00,2018,1,5,Levante,Sevilla,2.0,6.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,50.8475,2.5,21.0,21.0,0.3,8.0,3.0,0.0,1.0,11.0,21.0,1.0,2.0,41.1461
2993,2018-09-27 20:00:00,2018,0,6,Levante,Valladolid,1.0,2.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.384800000000006,0.7,25.0,22.0,1.4,15.0,4.0,0.0,0.0,14.0,22.0,0.0,1.0,48.8548
2994,2018-09-30 18:30:00,2018,1,7,Levante,Alaves,2.0,1.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,50.6385,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0
2995,2018-10-06 16:15:00,2018,0,8,Levante,Getafe,1.0,0.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,54.5638,1.9,17.0,28.0,1.1,3.0,2.0,0.0,0.0,10.0,28.0,0.0,2.0,48.751000000000005
2996,2018-10-20 13:00:00,2018,0,9,Levante,Real Madrid,2.0,1.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,63.9563,0.2,4.0,17.0,2.9,3.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,54.1895
2997,2018-10-27 18:30:00,2018,1,10,Levante,Leganes,2.0,0.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,55.8957,1.3,18.0,20.0,1.0,5.0,6.0,0.0,0.0,8.0,20.0,0.0,1.0,49.7027
2998,2018-11-04 16:15:00,2018,0,11,Levante,Villarreal,1.0,1.0,D,1,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,54.1895,0.8,6.0,7.0,2.0,1.0,3.0,1.0,0.0,2.0,7.0,0.0,1.0,46.6122
2999,2018-11-09 21:00:00,2018,1,12,Levante,Real Sociedad,1.0,3.0,L,0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.719,0.3,16.0,10.0,3.3,3.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,54.248599999999996
3000,2018-11-24 18:30:00,2018,0,13,Levante,Huesca,2.0,2.0,D,1,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,55.172,1.3,9.0,14.0,2.0,1.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,50.974999999999994
3001,2018-12-03 21:00:00,2018,1,14,Levante,Athletic Club,3.0,0.0,W,3,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,55.9171,0.9,20.0,14.0,1.0,6.0,4.0,1.0,0.0,8.0,14.0,0.0,1.0,0.26999999999999996
3002,2018-12-09 12:00:00,2018,0,15,Levante,Eibar,4.0,4.0,D,1,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.8917,1.7,13.0,17.0,1.1,5.0,2.0,0.0,0.0,10.0,17.0,1.0,1.0,52.0067
3003,2018-12-16 20:45:00,2018,1,16,Levante,Barcelona,0.0,5.0,L,0,0.8200000000000001,10.0,18.4,1.09,1.9,1.0,0.0,1.0,5.5,18.4,0.0,0.0,58.7892,0.5,16.0,12.0,2.8,10.0,2.0,1.0,0.0,8.0,12.0,0.0,0.0,0.0
3004,2018-12-23 18:30:00,2018,0,17,Levante,Rayo Vallecano,1.0,2.0,L,0,0.802,10.0,19.84,1.0990000000000002,1.99,1.0,0.0,1.0,5.95,19.84,0.0,0.0,55.3789,0.4,5.0,10.0,1.3,2.0,2.0,1.0,0.0,4.0,10.0,0.0,1.0,53.912
3005,2019-01-04 19:00:00,2018,1,18,Levante,Girona,2.0,2.0,D,1,0.8002,10.0,19.983999999999998,1.0999,1.999,1.0,0.0,1.0,5.995,19.983999999999998,0.0,0.0,53.2379,1.4,10.0,13.0,1.2,4.0,2.0,1.0,0.0,7.0,13.0,0.0,2.0,48.291000000000004
3006,2019-01-13 12:00:00,2018,0,19,Levante,Atletico Madrid,0.0,1.0,L,0,0.8000200000000001,10.0,19.9984,1.09999,1.9999,1.0,0.0,1.0,5.9995,19.9984,0.0,0.0,51.2238,2.1,20.0,10.0,0.4,8.0,5.0,0.0,2.0,9.0,10.0,0.0,1.0,1.002
3007,2019-01-20 18:30:00,2018,1,20,Levante,Valladolid,2.0,0.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,55.5224,0.2,7.0,8.0,0.4,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,43.122
3008,2019-01-26 13:00:00,2018,0,21,Levante,Sevilla,0.0,5.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,50.5522,2.5,21.0,21.0,0.3,8.0,3.0,0.0,1.0,11.0,21.0,1.0,2.0,47.0927
3009,2019-02-02 13:00:00,2018,1,22,Levante,Getafe,0.0,0.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,60.8552,1.1,17.0,20.0,0.6,8.0,2.0,0.0,0.0,12.0,20.0,0.0,1.0,50.747
3010,2019-02-11 21:00:00,2018,0,23,Levante,Alaves,0.0,2.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.485499999999995,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,2.7
3011,2019-02-16 13:00:00,2018,0,24,Levante,Celta Vigo,4.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,54.248599999999996,1.5,26.0,17.0,2.0,7.0,4.0,0.0,3.0,9.0,17.0,0.0,3.0,2.7027
3012,2019-02-24 20:45:00,2018,1,25,Levante,Real Madrid,1.0,2.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,55.824799999999996,0.9,16.0,14.0,1.1,6.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,57.888200000000005
3013,2019-03-04 21:00:00,2018,0,26,Levante,Leganes,0.0,1.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.882600000000004,0.58,10.799999999999999,16.4,1.09,4.1,1.5,0.0,0.0,6.2,16.4,0.0,1.0,58.4637
3014,2019-03-10 18:30:00,2018,1,27,Levante,Villarreal,0.0,2.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,57.888200000000005,0.8,6.0,7.0,2.0,1.0,3.0,1.0,0.0,2.0,7.0,0.0,1.0,47.2689
3015,2019-03-15 21:00:00,2018,0,28,Levante,Real Sociedad,1.0,1.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,50.7888,0.3,16.0,10.0,3.3,3.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,60.524899999999995
3016,2019-03-31 12:00:00,2018,1,29,Levante,Eibar,2.0,2.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,50.978899999999996,0.908,15.97,18.98,1.5950000000000002,5.0,2.0,0.0,0.0,10.99,18.98,0.009999999999999995,1.0,50.0364
3017,2019-04-03 19:30:00,2018,0,30,Levante,Athletic Club,2.0,3.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,57.2979,0.72,11.0,10.4,0.91,3.3,2.2,0.09999999999999998,0.0,9.8,10.4,0.0,0.09999999999999998,0.10019999999999998
3018,2019-04-07 18:30:00,2018,1,31,Levante,Huesca,2.0,2.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.129799999999996,1.3,9.0,14.0,2.0,1.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,49.7048
3019,2019-04-14 20:45:00,2018,0,32,Levante,Valencia,1.0,3.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,59.612899999999996,1.9,24.0,18.0,1.0,5.0,4.0,0.0,0.0,11.0,18.0,0.0,2.0,51.461200000000005
3020,2019-04-21 12:00:00,2018,1,33,Levante,Espanyol,2.0,2.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.3613,1.0,21.0,19.0,1.7,9.0,4.0,0.0,1.0,8.0,19.0,0.0,1.0,50.9747
3021,2019-04-24 21:30:00,2018,1,34,Levante,Real Betis,4.0,0.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.036199999999994,0.9,12.0,18.0,2.1,4.0,4.0,1.0,1.0,10.0,18.0,0.0,0.0,56.882600000000004
3022,2019-04-27 20:45:00,2018,0,35,Levante,Barcelona,0.0,1.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,54.2036,0.5,16.0,12.0,2.8,10.0,2.0,1.0,0.0,8.0,12.0,0.0,0.0,0.2703
3023,2019-05-04 13:00:00,2018,1,36,Levante,Rayo Vallecano,4.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,53.120400000000004,0.30010000000000003,8.995999999999999,19.99,1.8994,1.001,2.999,1.0,0.0,4.999,19.99,0.0,1.0,53.2379
3024,2019-05-12 18:30:00,2018,0,37,Levante,Girona,2.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,53.912,1.4,10.0,13.0,1.2,4.0,2.0,1.0,0.0,7.0,13.0,0.0,2.0,49.8751
3025,2019-05-18 13:00:00,2018,1,38,Levante,Atletico Madrid,2.0,2.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,58.4912,0.3,7.0,16.0,1.9,2.0,2.0,1.0,0.0,5.0,16.0,0.0,0.0,0.0
3026,2019-08-18 17:00:00,2019,0,1,Levante,Alaves,0.0,1.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.2491,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,1.002
3027,2019-08-23 22:00:00,2019,1,2,Levante,Villarreal,2.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,60.524899999999995,1.4300000000000002,14.1,12.4,1.55,5.5,3.9,1.0,0.0,4.7,12.4,0.0,0.09999999999999998,45.099599999999995
3028,2019-08-31 19:00:00,2019,1,3,Levante,Valladolid,2.0,0.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,62.7525,0.2,7.0,8.0,0.4,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,47.7209
3029,2019-09-14 13:00:00,2019,0,4,Levante,Real Madrid,2.0,3.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,58.475300000000004,0.9,16.0,14.0,1.1,6.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,56.384800000000006
3030,2019-09-21 16:00:00,2019,1,5,Levante,Eibar,0.0,0.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,50.8475,0.9,16.0,19.0,1.6,5.0,2.0,0.0,0.0,11.0,19.0,0.0,1.0,50.974999999999994
3031,2019-09-24 20:00:00,2019,0,6,Levante,Real Betis,1.0,3.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.384800000000006,0.9,12.0,18.0,2.1,4.0,4.0,1.0,1.0,10.0,18.0,0.0,0.0,53.120400000000004
3032,2019-09-29 18:30:00,2019,1,7,Levante,Osasuna,1.0,1.0,D,1,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,50.6385,3.3810000000000002,24.91,13.0,0.33399999999999996,8.01,5.970000000000001,0.01999999999999999,0.0,10.96,13.0,1.0,1.0,55.3789
3033,2019-10-05 13:00:00,2019,0,8,Levante,Leganes,2.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,54.5638,0.5,10.0,16.0,1.1,4.0,1.0,0.0,0.0,6.0,16.0,0.0,1.0,53.120400000000004
3034,2019-10-20 21:00:00,2019,0,9,Levante,Sevilla,0.0,1.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,63.9563,1.2,5.0,7.0,1.9,3.0,2.0,0.0,1.0,2.0,7.0,0.0,0.0,52.5082
3035,2019-10-27 16:00:00,2019,1,10,Levante,Espanyol,0.0,1.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,55.8957,1.0,21.0,19.0,1.7,9.0,4.0,0.0,1.0,8.0,19.0,0.0,1.0,47.27
3036,2019-10-30 19:00:00,2019,0,11,Levante,Real Sociedad,2.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,54.1895,1.2,10.0,14.0,0.4,3.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,44.22
3037,2019-11-02 16:00:00,2019,1,12,Levante,Barcelona,3.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.719,2.2981999999999996,21.994,28.983,0.3025,9.001,2.0,0.0009999999999999994,0.999,10.997,28.983,0.999,0.999,0.0009999999999999994
3038,2019-11-10 14:00:00,2019,0,13,Levante,Athletic Club,1.0,2.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,55.172,0.7,10.0,10.0,0.9,3.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,2.7
3039,2019-11-22 21:00:00,2019,1,14,Levante,Mallorca,2.0,1.0,W,3,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,55.9171,1.7,25.0,19.0,1.3,6.0,7.0,1.0,1.0,8.0,19.0,0.0,0.0,55.9171
3040,2019-12-01 18:30:00,2019,0,15,Levante,Getafe,0.0,4.0,L,0,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.8917,1.1,17.0,20.0,0.6,8.0,2.0,0.0,0.0,12.0,20.0,0.0,1.0,53.687
3041,2019-12-07 18:30:00,2019,1,16,Levante,Valencia,2.0,4.0,L,0,0.26,8.2,11.9,2.27,5.6000000000000005,0.09999999999999998,0.9,0.09999999999999998,3.3,11.9,0.0,0.0,58.7892,1.9,24.0,18.0,1.0,5.0,4.0,0.0,0.0,11.0,18.0,0.0,2.0,48.8548
3042,2019-12-14 13:00:00,2019,0,17,Levante,Granada,2.0,1.0,W,3,0.20600000000000002,8.02,11.09,2.387,5.96,0.009999999999999995,0.99,0.009999999999999995,3.0300000000000002,11.09,0.0,0.0,55.3789,0.8,26.0,32.0,1.5,9.0,2.0,0.0,0.0,12.0,32.0,0.0,0.0,49.7004
3043,2019-12-22 18:30:00,2019,1,18,Levante,Celta Vigo,3.0,1.0,W,3,0.20060000000000003,8.002,11.009,2.3987000000000003,5.996,0.0009999999999999994,0.999,0.0009999999999999994,3.003,11.009,0.0,0.0,53.2379,0.3,7.0,2.0,1.3,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
3044,2020-01-04 18:30:00,2019,0,19,Levante,Atletico Madrid,1.0,2.0,L,0,0.20006000000000002,8.0002,11.0009,2.39987,5.9996,9.999999999999991e-05,0.9999,9.999999999999991e-05,3.0003,11.0009,0.0,0.0,51.2238,0.3,7.0,16.0,1.9,2.0,2.0,1.0,0.0,5.0,16.0,0.0,0.0,1.002
3045,2020-01-18 13:00:00,2019,1,20,Levante,Alaves,0.0,1.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,55.5224,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0
3046,2020-01-24 21:00:00,2019,0,21,Levante,Osasuna,0.0,2.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,50.5522,3.4,25.0,13.0,0.3,8.0,6.0,0.0,0.0,11.0,13.0,1.0,1.0,56.129799999999996
3047,2020-02-02 21:00:00,2019,0,22,Levante,Barcelona,1.0,2.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,60.8552,2.3,22.0,29.0,0.3,9.0,2.0,0.0,1.0,11.0,29.0,1.0,1.0,0.0
3048,2020-02-08 13:00:00,2019,1,23,Levante,Leganes,2.0,0.0,W,3,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,56.485499999999995,0.5,10.0,16.0,1.1,4.0,1.0,0.0,0.0,6.0,16.0,0.0,1.0,55.172
3049,2020-02-15 18:30:00,2019,0,24,Levante,Villarreal,1.0,2.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,54.248599999999996,1.5,15.0,13.0,1.5,6.0,4.0,1.0,0.0,5.0,13.0,0.0,0.0,45.9648
3050,2020-02-22 21:00:00,2019,1,25,Levante,Real Madrid,1.0,0.0,W,3,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,55.824799999999996,1.0,7.0,10.0,1.8,2.0,2.0,1.0,0.0,3.0,10.0,0.0,0.0,57.888200000000005
3051,2020-02-29 13:00:00,2019,0,26,Levante,Eibar,0.0,3.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,56.882600000000004,0.9,16.0,19.0,1.6,5.0,2.0,0.0,0.0,11.0,19.0,0.0,1.0,50.3687
3052,2020-03-08 16:00:00,2019,1,27,Levante,Granada,1.0,1.0,D,1,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,57.888200000000005,0.8,26.0,32.0,1.5,9.0,2.0,0.0,0.0,12.0,32.0,0.0,0.0,49.8751
3053,2020-06-12 22:00:00,2019,0,28,Levante,Valencia,1.0,1.0,D,1,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,50.7888,1.6,19.0,37.0,0.4,6.0,4.0,0.0,1.0,9.0,37.0,1.0,0.0,46.199999999999996
3054,2020-06-15 19:30:00,2019,1,29,Levante,Sevilla,1.0,1.0,D,1,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,50.978899999999996,1.2,5.0,7.0,1.9,3.0,2.0,0.0,1.0,2.0,7.0,0.0,0.0,54.4268
3055,2020-06-20 14:00:00,2019,0,30,Levante,Espanyol,3.0,1.0,W,3,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,57.2979,1.3996,18.003,22.996,2.6990000000000003,9.0,2.002,0.0,0.0009999999999999994,9.998,22.996,0.0,0.0009999999999999994,52.7036
3056,2020-06-23 19:30:00,2019,1,31,Levante,Atletico Madrid,0.0,1.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,56.129799999999996,0.6,11.0,19.0,0.9,4.0,4.0,0.0,0.0,10.0,19.0,0.0,1.0,0.0
3057,2020-06-28 14:00:00,2019,1,32,Levante,Real Betis,4.0,2.0,W,3,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,59.612899999999996,1.8,6.0,11.0,0.8,4.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,54.248599999999996
3058,2020-07-01 22:00:00,2019,0,33,Levante,Valladolid,0.0,0.0,D,1,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,56.3613,1.5,30.0,27.0,0.1,7.0,4.0,0.0,0.0,12.0,27.0,0.0,1.0,45.6483
3059,2020-07-06 19:30:00,2019,1,34,Levante,Real Sociedad,1.0,1.0,D,1,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,56.036199999999994,1.2,10.0,14.0,0.4,3.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,52.472100000000005
3060,2020-07-09 19:30:00,2019,0,35,Levante,Mallorca,0.0,2.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,54.2036,2.1,18.0,14.0,1.3,8.0,3.0,0.0,0.0,11.0,14.0,0.0,2.0,54.2036
3061,2020-07-12 17:00:00,2019,1,36,Levante,Athletic Club,1.0,2.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,53.120400000000004,0.8,14.0,19.0,3.2,3.0,2.0,1.0,1.0,10.0,19.0,0.0,1.0,0.0
3062,2020-07-16 21:00:00,2019,0,37,Levante,Celta Vigo,3.0,2.0,W,3,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,53.912,0.3,7.0,2.0,1.3,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.002
3063,2020-07-19 21:00:00,2019,1,38,Levante,Getafe,1.0,0.0,W,3,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,58.4912,0.4,13.0,10.0,2.0,5.0,3.0,1.0,0.0,3.0,10.0,0.0,0.0,47.27
3064,2020-09-13 21:00:00,2020,0,1,Levante,Valencia,2.0,4.0,L,0,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,56.2491,1.6,19.0,37.0,0.4,6.0,4.0,0.0,1.0,9.0,37.0,1.0,0.0,48.315
3065,2021-02-17 19:00:00,2020,1,2,Levante,Atletico Madrid,1.0,1.0,D,1,0.2,8.0,11.0,2.4,6.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,60.524899999999995,0.6,11.0,19.0,0.9,4.0,4.0,0.0,0.0,10.0,19.0,0.0,1.0,0.0
