,Standard__Gls,Standard__Sh,Standard__SoT,Standard__SoT%,Standard__G/Sh,Standard__G/SoT,Standard__Dist,Standard__FK,Standard__PK,Standard__PKatt
1783,2,25.0,8.0,32.0,0.08,0.25,17.0,1.0,0,0
1784,1,9.0,3.0,33.3,0.11,0.33,21.1,1.0,0,0
1785,1,17.0,6.0,35.3,0.06,0.17,14.7,0.0,0,0
1786,3,18.0,10.0,55.6,0.17,0.3,16.8,0.0,0,0
1787,1,11.0,6.0,54.5,0.09,0.17,18.6,0.0,0,0
1788,1,6.0,2.0,33.3,0.17,0.5,14.0,0.0,0,0
1789,1,11.0,2.0,18.2,0.09,0.5,22.6,0.0,0,0
1790,2,6.0,4.0,66.7,0.33,0.5,18.0,1.0,0,0
1791,1,12.0,7.0,58.3,0.08,0.14,15.7,1.0,0,0
1792,2,7.0,5.0,71.4,0.29,0.4,12.3,0.0,0,0
1793,0,19.0,7.0,36.8,0.0,0.0,18.2,2.0,0,0
1794,1,15.0,1.0,6.7,0.07,1.0,19.0,0.0,0,0
1795,3,11.0,7.0,63.6,0.27,0.43,15.8,1.0,0,0
1796,1,3.0,1.0,33.3,0.0,0.0,19.0,0.0,1,1
1797,0,7.0,1.0,14.3,0.0,0.0,18.7,1.0,0,0
1798,0,13.0,5.0,38.5,0.0,0.0,16.3,1.0,0,0
1799,0,9.0,2.0,22.2,0.0,0.0,24.2,0.0,0,0
1800,2,12.0,6.0,50.0,0.17,0.33,15.8,0.0,0,0
1801,1,7.0,1.0,14.3,0.0,0.0,15.4,0.0,1,1
1802,1,10.0,4.0,40.0,0.1,0.25,17.4,0.0,0,0
1803,4,15.0,4.0,26.7,0.27,1.0,18.5,0.0,0,0
1804,1,15.0,6.0,40.0,0.0,0.0,20.1,0.0,1,1
1805,2,15.0,2.0,13.3,0.07,0.5,15.5,0.0,1,1
1806,2,14.0,7.0,50.0,0.14,0.29,17.3,0.0,0,0
1807,1,23.0,6.0,26.1,0.04,0.17,18.9,1.0,0,1
1808,0,8.0,4.0,50.0,0.0,0.0,14.7,0.0,0,0
1809,1,16.0,7.0,43.8,0.06,0.14,12.5,0.0,0,0
1810,2,13.0,5.0,38.5,0.08,0.2,17.5,0.0,1,1
1811,0,9.0,1.0,11.1,0.0,0.0,23.5,0.0,0,0
1812,2,11.0,4.0,36.4,0.09,0.25,19.3,0.0,1,1
1813,4,13.0,7.0,53.8,0.23,0.43,22.9,1.0,1,1
1814,0,7.0,2.0,28.6,0.0,0.0,14.5,0.0,0,0
1815,4,12.0,8.0,66.7,0.25,0.38,19.2,3.0,1,1
1816,0,17.0,2.0,11.8,0.0,0.0,14.7,0.0,0,0
1817,1,13.0,5.0,38.5,0.08,0.2,21.2,0.0,0,0
1818,0,23.0,3.0,13.0,0.0,0.0,17.2,0.0,0,0
1819,0,18.0,3.0,16.7,0.0,0.0,18.0,1.0,0,0
1820,2,18.0,8.0,44.4,0.11,0.25,17.2,1.0,0,0
1821,0,6.0,2.0,33.3,0.0,0.0,17.5,0.0,0,0
1822,0,5.0,1.0,20.0,0.0,0.0,22.4,1.0,0,0
1823,3,12.0,2.0,16.7,0.17,1.0,17.9,2.0,1,1
1824,2,16.0,5.0,31.3,0.06,0.2,21.5,2.0,1,1
1825,3,10.0,6.0,60.0,0.3,0.5,13.2,2.0,0,0
1826,2,9.0,3.0,33.3,0.22,0.67,15.8,0.0,0,0
1827,5,25.0,17.0,68.0,0.2,0.29,13.9,0.0,0,0
1828,1,6.0,3.0,50.0,0.17,0.33,12.9,0.0,0,0
1829,0,6.0,3.0,50.0,0.0,0.0,19.0,1.0,0,0
1830,3,10.0,6.0,60.0,0.3,0.5,16.3,0.0,0,0
1831,2,7.0,1.0,14.3,0.14,1.0,28.2,1.0,1,1
1832,0,4.0,2.0,50.0,0.0,0.0,21.8,1.0,0,0
1833,0,16.0,2.0,12.5,0.0,0.0,17.2,0.0,0,0
1834,3,15.0,8.0,53.3,0.2,0.38,22.9,1.0,0,0
1835,2,9.0,4.0,44.4,0.22,0.5,20.2,1.0,0,0
1836,1,13.0,4.0,30.8,0.08,0.25,15.3,1.0,0,0
1837,1,10.0,1.0,10.0,0.1,1.0,20.1,1.0,0,0
1838,1,3.0,1.0,33.3,0.33,1.0,12.4,0.0,0,0
1839,1,10.0,3.0,30.0,0.1,0.33,14.3,0.0,0,0
1840,2,13.0,6.0,46.2,0.15,0.33,22.8,1.0,0,0
1841,1,18.0,4.0,22.2,0.06,0.25,18.5,2.0,0,0
1842,2,9.0,4.0,44.4,0.22,0.5,14.2,0.0,0,0
1843,2,18.0,4.0,22.2,0.06,0.25,17.6,0.0,1,1
1844,0,8.0,2.0,25.0,0.0,0.0,17.4,0.0,0,0
1845,0,8.0,3.0,37.5,0.0,0.0,18.9,0.0,0,0
1846,0,15.0,3.0,20.0,0.0,0.0,19.5,0.0,0,0
1847,2,19.0,9.0,47.4,0.11,0.22,15.7,0.0,0,0
1848,0,10.0,3.0,30.0,0.0,0.0,20.7,2.0,0,0
1849,2,7.0,3.0,42.9,0.29,0.67,11.6,0.0,0,0
1850,2,17.0,5.0,29.4,0.06,0.2,16.3,1.0,1,1
1851,2,7.0,2.0,28.6,0.14,0.5,16.2,0.0,1,1
1852,2,10.0,5.0,50.0,0.2,0.4,18.2,0.0,0,0
1853,2,16.0,4.0,25.0,0.13,0.5,15.1,0.0,0,0
1854,1,25.0,5.0,20.0,0.04,0.2,15.3,1.0,0,0
1855,2,9.0,3.0,33.3,0.22,0.67,17.2,1.0,0,0
1856,1,19.0,6.0,31.6,0.05,0.17,17.3,1.0,0,0
1857,1,9.0,6.0,66.7,0.11,0.17,10.3,0.0,0,0
1858,0,17.0,3.0,17.6,0.0,0.0,19.8,0.0,0,0
1859,0,9.0,1.0,11.1,0.0,0.0,17.5,1.0,0,0
1860,0,12.0,1.0,8.3,0.0,0.0,13.0,1.0,0,0
1861,3,21.0,7.0,33.3,0.14,0.43,16.4,2.0,0,0
1862,2,12.0,5.0,41.7,0.08,0.2,18.1,0.0,1,1
1863,0,8.0,1.0,12.5,0.0,0.0,22.7,1.0,0,0
1864,4,7.0,3.0,42.9,0.43,1.0,18.9,1.0,1,1
1865,1,5.0,3.0,60.0,0.2,0.33,16.5,0.0,0,0
1866,0,7.0,0.0,0.0,0.0,,14.6,0.0,0,0
1867,1,11.0,4.0,36.4,0.09,0.25,14.6,0.0,0,0
1868,1,14.0,6.0,42.9,0.07,0.17,19.8,2.0,0,0
1869,1,5.0,2.0,40.0,0.2,0.5,19.3,1.0,0,0
1870,0,9.0,3.0,33.3,0.0,0.0,17.6,0.0,0,0
1871,2,11.0,5.0,45.5,0.18,0.4,21.4,1.0,0,0
1872,3,18.0,7.0,38.9,0.17,0.43,13.1,0.0,0,0
1873,4,13.0,7.0,53.8,0.31,0.57,18.5,1.0,0,0
1874,1,15.0,2.0,13.3,0.07,0.5,18.8,0.0,0,0
1875,2,8.0,5.0,62.5,0.25,0.4,13.2,0.0,0,0
1876,1,11.0,5.0,45.5,0.09,0.2,18.2,0.0,0,0
1877,3,13.0,7.0,53.8,0.23,0.43,14.0,1.0,0,0
1878,0,8.0,2.0,25.0,0.0,0.0,19.6,0.0,0,0
1879,0,20.0,8.0,40.0,0.0,0.0,15.0,0.0,0,0
1880,2,12.0,4.0,33.3,0.17,0.5,14.3,0.0,0,0
1881,2,14.0,5.0,35.7,0.14,0.4,17.2,0.0,0,0
1882,1,6.0,1.0,16.7,0.17,1.0,24.1,1.0,0,0
1883,0,9.0,1.0,11.1,0.0,0.0,15.0,0.0,0,0
1884,1,9.0,1.0,11.1,0.11,1.0,14.8,0.0,0,0
1885,0,10.0,3.0,30.0,0.0,0.0,18.5,0.0,0,0
1886,0,15.0,4.0,26.7,0.0,0.0,16.9,0.0,0,0
1887,2,9.0,7.0,77.8,0.22,0.29,14.3,0.0,0,0
1888,2,17.0,8.0,47.1,0.12,0.25,19.1,0.0,0,0
1889,1,6.0,3.0,50.0,0.17,0.33,14.7,0.0,0,0
1890,2,14.0,7.0,50.0,0.14,0.29,15.2,1.0,0,0
1891,2,7.0,3.0,42.9,0.29,0.67,19.4,0.0,0,0
1892,0,17.0,5.0,29.4,0.0,0.0,16.3,0.0,0,0
1893,1,7.0,4.0,57.1,0.14,0.25,15.0,0.0,0,0
1894,2,13.0,1.0,7.7,0.08,1.0,21.7,1.0,1,1
1895,1,10.0,2.0,20.0,0.1,0.5,20.2,1.0,0,0
1896,1,9.0,2.0,22.2,0.11,0.5,17.8,0.0,0,1
1897,1,6.0,1.0,16.7,0.17,1.0,22.5,1.0,0,0
1898,1,8.0,1.0,12.5,0.13,1.0,21.1,0.0,0,0
1899,1,20.0,7.0,35.0,0.05,0.14,21.4,2.0,0,0
1900,0,8.0,2.0,25.0,0.0,0.0,18.7,1.0,0,0
1901,3,8.0,3.0,37.5,0.38,1.0,14.9,1.0,0,0
1902,1,14.0,6.0,42.9,0.07,0.17,13.8,0.0,0,0
1903,0,20.0,3.0,15.0,0.0,0.0,20.4,1.0,0,0
1904,1,8.0,3.0,37.5,0.13,0.33,17.6,0.0,0,0
1905,2,13.0,4.0,30.8,0.15,0.5,21.0,0.0,0,0
1906,0,5.0,3.0,60.0,0.0,0.0,19.6,1.0,0,0
1907,0,21.0,5.0,23.8,0.0,0.0,16.3,1.0,0,0
1908,0,12.0,4.0,33.3,0.0,0.0,17.2,1.0,0,0
1909,2,9.0,4.0,44.4,0.22,0.5,17.3,0.0,0,0
1910,4,14.0,6.0,42.9,0.29,0.67,16.7,1.0,0,0
1911,1,8.0,1.0,12.5,0.13,1.0,19.9,1.0,0,0
1912,3,14.0,6.0,42.9,0.21,0.5,14.6,0.0,0,0
1913,0,7.0,0.0,0.0,0.0,,26.0,0.0,0,0
1914,1,20.0,4.0,20.0,0.0,0.0,18.6,1.0,1,1
1915,2,16.0,5.0,31.3,0.13,0.4,16.9,0.0,0,0
1916,1,21.0,4.0,19.0,0.0,0.0,16.4,0.0,1,1
1917,1,7.0,3.0,42.9,0.14,0.33,17.6,0.0,0,0
1918,0,5.0,1.0,20.0,0.0,0.0,26.1,1.0,0,0
1919,1,18.0,6.0,33.3,0.06,0.17,21.2,3.0,0,0
1920,0,6.0,2.0,33.3,0.0,0.0,22.1,0.0,0,0
1921,2,14.0,2.0,14.3,0.07,0.5,17.8,1.0,1,1
1922,1,11.0,3.0,27.3,0.09,0.33,19.9,0.0,0,0
1923,1,9.0,3.0,33.3,0.11,0.33,21.5,1.0,0,0
1924,0,14.0,5.0,35.7,0.0,0.0,20.2,4.0,0,0
1925,2,7.0,5.0,71.4,0.29,0.4,19.0,0.0,0,1
1926,2,11.0,6.0,54.5,0.18,0.33,17.2,0.0,0,0
1927,1,11.0,5.0,45.5,0.09,0.2,18.9,0.0,0,0
1928,2,12.0,4.0,33.3,0.17,0.5,14.8,0.0,0,0
1929,0,8.0,1.0,12.5,0.0,0.0,17.9,2.0,0,0
1930,0,10.0,4.0,40.0,0.0,0.0,23.2,0.0,0,0
1931,0,14.0,3.0,21.4,0.0,0.0,19.9,1.0,0,0
1932,0,5.0,3.0,60.0,0.0,0.0,21.9,0.0,0,0
1933,0,18.0,4.0,22.2,0.0,0.0,19.7,0.0,0,0
1934,1,6.0,2.0,33.3,0.0,0.0,23.7,1.0,1,1
1935,0,8.0,1.0,12.5,0.0,0.0,14.4,0.0,0,0
1936,3,14.0,6.0,42.9,0.21,0.5,15.8,0.0,0,0
1937,0,8.0,4.0,50.0,0.0,0.0,18.0,0.0,0,0
1938,1,12.0,3.0,25.0,0.08,0.33,22.1,1.0,0,0
1939,0,4.0,0.0,0.0,0.0,,20.1,0.0,0,0
1940,1,21.0,3.0,14.3,0.0,0.0,21.3,0.0,1,1
1941,2,8.0,2.0,25.0,0.25,1.0,18.1,0.0,0,0
1942,1,16.0,5.0,31.3,0.06,0.2,21.2,0.0,0,0
1943,0,4.0,1.0,25.0,0.0,0.0,18.6,0.0,0,0
1944,0,16.0,4.0,25.0,0.0,0.0,23.3,0.0,0,0
1945,1,15.0,7.0,46.7,0.07,0.14,24.2,0.0,0,0
1946,0,11.0,3.0,27.3,0.0,0.0,18.2,2.0,0,0
1947,1,9.0,5.0,55.6,0.11,0.2,14.2,0.0,0,0
1948,1,2.0,1.0,50.0,0.5,1.0,15.8,0.0,0,0
1949,2,12.0,5.0,41.7,0.17,0.4,16.1,2.0,0,0
1950,1,14.0,6.0,42.9,0.07,0.17,18.6,0.0,0,0
1951,1,7.0,2.0,28.6,0.0,0.0,18.7,0.0,1,1
1952,0,8.0,2.0,25.0,0.0,0.0,13.3,0.0,0,0
1953,2,8.0,2.0,25.0,0.13,0.5,19.2,2.0,1,1
1954,3,8.0,3.0,37.5,0.25,0.67,21.6,0.0,1,1
1955,1,13.0,2.0,15.4,0.0,0.0,16.8,1.0,1,1
1956,1,4.0,3.0,75.0,0.25,0.33,18.5,0.0,0,0
1957,1,17.0,5.0,29.4,0.06,0.2,20.3,3.0,0,0
1958,1,11.0,5.0,45.5,0.09,0.2,17.1,0.0,0,0
1959,2,23.0,8.0,34.8,0.09,0.25,15.8,0.0,0,0
1960,1,5.0,1.0,20.0,0.2,1.0,24.1,0.0,0,0
1961,2,9.0,5.0,55.6,0.22,0.4,17.0,0.0,0,0
1962,2,9.0,5.0,55.6,0.22,0.4,21.6,0.0,0,0
1963,0,12.0,4.0,33.3,0.0,0.0,19.0,1.0,0,0
1964,3,22.0,10.0,45.5,0.14,0.3,16.9,0.0,0,0
1965,0,5.0,0.0,0.0,0.0,,19.3,0.0,0,0
1966,1,8.0,1.0,12.5,0.13,1.0,20.7,1.0,0,0
1967,1,8.0,3.0,37.5,0.13,0.33,19.8,0.0,0,0
1968,1,6.0,3.0,50.0,0.17,0.33,20.6,2.0,0,0
1969,0,10.0,1.0,10.0,0.0,0.0,21.4,2.0,0,0
1970,0,7.0,3.0,42.9,0.0,0.0,20.1,2.0,0,0
1971,1,12.0,7.0,58.3,0.08,0.14,16.8,0.0,0,0
1972,2,14.0,4.0,28.6,0.14,0.5,16.3,1.0,0,0
1973,1,6.0,3.0,50.0,0.17,0.33,17.3,0.0,0,0
1974,1,14.0,4.0,28.6,0.07,0.25,18.6,0.0,0,0
1975,4,17.0,6.0,35.3,0.24,0.67,14.4,0.0,0,0
1976,1,11.0,4.0,36.4,0.09,0.25,19.0,1.0,0,0
1977,2,13.0,7.0,53.8,0.15,0.29,18.9,0.0,0,0
1978,3,10.0,6.0,60.0,0.3,0.5,13.7,0.0,0,0
1979,2,6.0,2.0,33.3,0.17,0.5,31.4,0.0,1,1
1980,2,9.0,3.0,33.3,0.22,0.67,17.6,0.0,0,0
1981,2,8.0,3.0,37.5,0.25,0.67,21.4,0.0,0,0
1982,0,10.0,0.0,0.0,0.0,,15.0,0.0,0,0
1983,1,13.0,5.0,38.5,0.08,0.2,17.6,0.0,0,1
1984,2,12.0,5.0,41.7,0.17,0.4,17.5,1.0,0,0
1985,1,7.0,2.0,28.6,0.14,0.5,14.1,1.0,0,0
1986,1,11.0,2.0,18.2,0.09,0.5,20.5,3.0,0,0
1987,2,14.0,6.0,42.9,0.14,0.33,17.9,0.0,0,0
1988,2,11.0,4.0,36.4,0.18,0.5,10.7,0.0,0,0
1989,1,6.0,4.0,66.7,0.17,0.25,19.7,0.0,0,0
1990,2,18.0,6.0,33.3,0.11,0.33,17.5,1.0,0,0
1991,2,5.0,3.0,60.0,0.4,0.67,22.2,2.0,0,0
1992,0,3.0,2.0,66.7,0.0,0.0,12.8,0.0,0,0
1993,0,11.0,1.0,9.1,0.0,0.0,18.0,0.0,0,0
1994,1,6.0,2.0,33.3,0.17,0.5,16.2,0.0,0,0
1995,0,12.0,2.0,16.7,0.0,0.0,16.8,1.0,0,0
1996,2,14.0,3.0,21.4,0.07,0.33,18.7,0.0,1,1
1997,2,5.0,3.0,60.0,0.4,0.67,15.4,0.0,0,0
1998,3,17.0,4.0,23.5,0.06,0.25,19.8,0.0,2,2
1999,3,11.0,4.0,36.4,0.27,0.75,18.7,0.0,0,0
2000,1,3.0,1.0,33.3,0.33,1.0,19.0,0.0,0,0
2001,0,11.0,2.0,18.2,0.0,0.0,23.2,0.0,0,0
2002,0,12.0,5.0,41.7,0.0,0.0,20.5,1.0,0,0
2003,5,13.0,11.0,84.6,0.38,0.45,11.4,1.0,0,0
2004,3,19.0,7.0,36.8,0.16,0.43,15.3,0.0,0,0
2005,0,6.0,1.0,16.7,0.0,0.0,21.5,0.0,0,0
2006,1,8.0,2.0,25.0,0.13,0.5,20.5,0.0,0,0
2007,0,19.0,7.0,36.8,0.0,0.0,18.0,0.0,0,0
2008,3,10.0,4.0,40.0,0.3,0.75,17.0,1.0,0,0
2009,0,14.0,1.0,7.1,0.0,0.0,19.5,0.0,0,0
2010,1,13.0,4.0,30.8,0.08,0.25,18.1,2.0,0,0
2011,2,3.0,3.0,100.0,0.33,0.33,12.7,0.0,1,1
2012,1,5.0,1.0,20.0,0.0,0.0,23.5,0.0,1,1
2013,2,21.0,6.0,28.6,0.1,0.33,23.1,3.0,0,0
2014,0,10.0,2.0,20.0,0.0,0.0,20.9,2.0,0,0
2015,3,8.0,5.0,62.5,0.38,0.6,10.3,1.0,0,0
2016,1,10.0,4.0,40.0,0.1,0.25,21.9,0.0,0,0
2017,3,17.0,9.0,52.9,0.18,0.33,18.7,1.0,0,0
2018,1,13.0,4.0,30.8,0.08,0.25,14.9,0.0,0,0
2019,0,6.0,1.0,16.7,0.0,0.0,17.1,0.0,0,0
2020,3,14.0,9.0,64.3,0.21,0.33,13.5,0.0,0,1
2021,0,11.0,3.0,27.3,0.0,0.0,16.1,0.0,0,0
2022,1,14.0,4.0,28.6,0.07,0.25,16.4,1.0,0,0
2023,2,10.0,5.0,50.0,0.2,0.4,17.9,1.0,0,0
2024,1,19.0,6.0,31.6,0.05,0.17,19.3,2.0,0,0
2025,1,8.0,4.0,50.0,0.13,0.25,19.4,0.0,0,0
2026,0,14.0,0.0,0.0,0.0,,21.9,2.0,0,0
2027,0,6.0,2.0,33.3,0.0,0.0,21.6,0.0,0,0
2028,2,12.0,3.0,25.0,0.08,0.33,19.5,2.0,1,1
2029,3,12.0,5.0,41.7,0.25,0.6,13.3,1.0,0,0
2030,1,16.0,4.0,25.0,0.0,0.0,18.2,1.0,1,2
2031,0,10.0,3.0,30.0,0.0,0.0,18.0,0.0,0,0
2032,0,9.0,3.0,33.3,0.0,0.0,16.1,1.0,0,0
2033,1,5.0,2.0,40.0,0.2,0.5,14.8,0.0,0,0
2034,1,9.0,5.0,55.6,0.11,0.2,14.9,0.0,0,0
2035,0,4.0,1.0,25.0,0.0,0.0,27.0,0.0,0,0
2036,0,9.0,4.0,44.4,0.0,0.0,15.3,0.0,0,0
2037,2,13.0,4.0,30.8,0.15,0.5,17.7,1.0,0,0
2038,1,13.0,2.0,15.4,0.08,0.5,16.9,1.0,0,0
2039,1,6.0,2.0,33.3,0.17,0.5,16.5,1.0,0,0
2040,1,13.0,2.0,15.4,0.08,0.5,20.2,2.0,0,0
2041,2,10.0,4.0,40.0,0.2,0.5,23.8,1.0,0,0
2042,2,20.0,2.0,10.0,0.05,0.5,18.8,1.0,1,1
2043,2,11.0,3.0,27.3,0.09,0.33,16.2,0.0,1,1
2044,1,12.0,5.0,41.7,0.0,0.0,16.7,1.0,1,1
2045,0,9.0,1.0,11.1,0.0,0.0,14.9,0.0,0,0
2046,0,3.0,2.0,66.7,0.0,0.0,13.3,0.0,0,0
2047,0,19.0,6.0,31.6,0.0,0.0,19.5,1.0,0,0
2048,1,16.0,5.0,31.3,0.0,0.0,18.3,1.0,1,1
2049,0,8.0,2.0,25.0,0.0,0.0,23.8,0.0,0,0
2050,1,19.0,2.0,10.5,0.05,0.5,17.3,1.0,0,0
2051,4,10.0,5.0,50.0,0.4,0.8,17.5,1.0,0,0
2052,1,10.0,7.0,70.0,0.1,0.14,18.4,0.0,0,0
2053,1,11.0,3.0,27.3,0.09,0.33,18.8,0.0,0,0
2054,2,11.0,6.0,54.5,0.09,0.17,20.8,0.0,1,1
2055,1,15.0,5.0,33.3,0.07,0.2,15.5,0.0,0,0
2056,1,13.0,3.0,23.1,0.0,0.0,15.7,0.0,1,1
2057,2,14.0,3.0,21.4,0.14,0.67,18.7,0.0,0,0
2058,2,5.0,1.0,20.0,0.2,1.0,16.9,0.0,1,1
2059,1,12.0,2.0,16.7,0.0,0.0,24.1,0.0,1,2
2060,0,12.0,1.0,8.3,0.0,0.0,22.1,0.0,0,0
2061,2,12.0,4.0,33.3,0.08,0.25,15.3,0.0,1,1
2062,1,6.0,2.0,33.3,0.17,0.5,20.5,0.0,0,0
2063,1,10.0,3.0,30.0,0.1,0.33,13.6,1.0,0,0
2064,1,13.0,3.0,23.1,0.0,0.0,24.2,1.0,1,1
2065,1,12.0,3.0,25.0,0.08,0.33,17.5,1.0,0,0
2066,2,19.0,9.0,47.4,0.11,0.22,17.3,2.0,0,0
2067,0,1.0,0.0,0.0,0.0,,8.3,0.0,0,0
2068,1,16.0,4.0,25.0,0.06,0.25,15.8,0.0,0,0
2069,0,4.0,0.0,0.0,0.0,,16.7,0.0,0,0
2070,2,6.0,2.0,33.3,0.33,1.0,19.2,1.0,0,0
2071,1,10.0,1.0,10.0,0.0,0.0,23.2,0.0,1,1
2072,0,13.0,3.0,23.1,0.0,0.0,18.7,1.0,0,0
2073,4,12.0,7.0,58.3,0.33,0.57,10.6,0.0,0,0
2074,1,9.0,2.0,22.2,0.11,0.5,18.1,1.0,0,0
2075,1,10.0,4.0,40.0,0.1,0.25,17.4,0.0,0,0
2076,3,6.0,5.0,83.3,0.5,0.6,13.2,0.0,0,0
2077,1,9.0,5.0,55.6,0.11,0.2,19.7,0.0,0,0
2078,1,9.0,4.0,44.4,0.11,0.25,14.5,0.0,0,0
2079,1,7.0,0.0,0.0,0.0,,18.0,0.0,1,1
2080,1,10.0,4.0,40.0,0.1,0.25,22.1,2.0,0,0
2081,0,10.0,3.0,30.0,0.0,0.0,17.7,0.0,0,0
2082,2,8.0,5.0,62.5,0.25,0.4,18.4,1.0,0,0
2083,2,17.0,5.0,29.4,0.06,0.2,21.9,2.0,1,1
2084,1,10.0,4.0,40.0,0.1,0.25,18.5,0.0,0,0
2085,0,21.0,4.0,19.0,0.0,0.0,15.4,1.0,0,0
2086,0,15.0,4.0,26.7,0.0,0.0,16.7,2.0,0,0
2087,0,5.0,3.0,60.0,0.0,0.0,15.8,0.0,0,0
2088,2,9.0,4.0,44.4,0.11,0.25,18.8,2.0,1,1
2089,0,6.0,1.0,16.7,0.0,0.0,16.3,0.0,0,0
2090,2,11.0,5.0,45.5,0.09,0.2,20.1,2.0,1,1
2091,2,5.0,2.0,40.0,0.2,0.5,17.3,0.0,1,1
2092,0,6.0,1.0,16.7,0.0,0.0,14.9,0.0,0,0
2093,0,10.0,3.0,30.0,0.0,0.0,23.8,1.0,0,1
2094,5,10.0,6.0,60.0,0.5,0.83,14.9,0.0,0,0
2095,0,13.0,3.0,23.1,0.0,0.0,17.9,0.0,0,0
2096,0,9.0,1.0,11.1,0.0,0.0,20.6,1.0,0,0
2097,2,15.0,7.0,46.7,0.13,0.29,15.4,1.0,0,0
2098,0,4.0,2.0,50.0,0.0,0.0,22.1,0.0,0,0
2099,3,19.0,14.0,73.7,0.16,0.21,19.8,1.0,0,0
2100,0,14.0,4.0,28.6,0.0,0.0,20.3,0.0,0,0
2101,1,16.0,4.0,25.0,0.06,0.25,19.3,2.0,0,0
2102,1,7.0,3.0,42.9,0.14,0.33,19.4,1.0,0,0
2103,1,5.0,1.0,20.0,0.2,1.0,15.4,0.0,0,0
2104,0,10.0,3.0,30.0,0.0,0.0,21.6,3.0,0,0
2105,0,8.0,4.0,50.0,0.0,0.0,19.0,0.0,0,0
2106,1,10.0,3.0,30.0,0.1,0.33,18.3,0.0,0,0
2107,2,14.0,8.0,57.1,0.14,0.25,17.2,0.0,0,0
2108,0,8.0,5.0,62.5,0.0,0.0,17.0,1.0,0,1
2109,1,12.0,3.0,25.0,0.08,0.33,15.2,0.0,0,0
2110,1,9.0,2.0,22.2,0.11,0.5,18.4,1.0,0,0
2111,1,8.0,2.0,25.0,0.13,0.5,19.9,1.0,0,0
2112,0,6.0,2.0,33.3,0.0,0.0,20.5,0.0,0,0
2113,1,15.0,4.0,26.7,0.07,0.25,19.9,0.0,0,0
2114,6,13.0,8.0,61.5,0.31,0.5,17.3,1.0,2,2
2115,0,4.0,2.0,50.0,0.0,0.0,17.3,0.0,0,0
2116,0,13.0,3.0,23.1,0.0,0.0,14.8,0.0,0,0
2117,2,7.0,3.0,42.9,0.29,0.67,14.9,0.0,0,0
2118,2,9.0,5.0,55.6,0.11,0.2,22.4,0.0,1,1
2119,1,10.0,2.0,20.0,0.1,0.5,20.8,0.0,0,0
2120,2,14.0,7.0,50.0,0.14,0.29,16.6,1.0,0,0
2121,2,7.0,5.0,71.4,0.29,0.4,14.7,0.0,0,0
2122,0,4.0,1.0,25.0,0.0,0.0,25.2,0.0,0,0
2123,0,9.0,2.0,22.2,0.0,0.0,19.3,0.0,0,1
2124,0,12.0,0.0,0.0,0.0,,17.2,0.0,0,0
2125,1,5.0,1.0,20.0,0.0,0.0,19.2,1.0,1,1
2126,1,15.0,1.0,6.7,0.07,1.0,20.9,3.0,0,0
2127,0,12.0,7.0,58.3,0.0,0.0,18.7,0.0,0,0
2128,0,6.0,0.0,0.0,0.0,,19.8,0.0,0,0
2129,1,18.0,4.0,22.2,0.06,0.25,18.7,2.0,0,0
2130,1,3.0,0.0,0.0,0.0,,27.4,0.0,1,1
2131,0,13.0,6.0,46.2,0.0,0.0,18.3,1.0,0,0
2132,0,5.0,0.0,0.0,0.0,,13.1,0.0,0,0
2133,1,7.0,1.0,14.3,0.14,1.0,15.9,0.0,0,0
2134,2,14.0,6.0,42.9,0.14,0.33,18.6,1.0,0,0
2135,0,11.0,4.0,36.4,0.0,0.0,20.8,2.0,0,0
2136,0,7.0,0.0,0.0,0.0,,16.4,0.0,0,0
2137,0,14.0,5.0,35.7,0.0,0.0,20.6,1.0,0,0
2138,1,12.0,6.0,50.0,0.08,0.17,17.2,1.0,0,0
2139,0,9.0,3.0,33.3,0.0,0.0,23.2,1.0,0,0
2140,1,11.0,5.0,45.5,0.09,0.2,23.2,1.0,0,0
2141,1,14.0,2.0,14.3,0.0,0.0,18.3,1.0,1,1
2142,1,13.0,1.0,7.7,0.0,0.0,21.9,1.0,1,1
2143,3,11.0,5.0,45.5,0.18,0.4,22.3,0.0,1,1
2144,2,10.0,6.0,60.0,0.2,0.33,14.1,1.0,0,0
2145,2,18.0,2.0,11.1,0.11,1.0,19.2,1.0,0,0
2146,2,6.0,5.0,83.3,0.33,0.4,15.5,0.0,0,0
2147,1,21.0,7.0,33.3,0.05,0.14,19.7,1.0,0,0
2148,2,13.0,3.0,23.1,0.08,0.33,20.1,0.0,1,1
2149,1,5.0,1.0,20.0,0.0,0.0,24.2,2.0,1,1
2150,4,9.0,4.0,44.4,0.44,1.0,17.3,1.0,0,0
2151,2,17.0,8.0,47.1,0.12,0.25,16.6,0.0,0,0
2152,2,17.0,4.0,23.5,0.12,0.5,16.7,2.0,0,0
2153,0,4.0,0.0,0.0,0.0,,17.9,0.0,0,0
2154,1,14.0,5.0,35.7,0.07,0.2,20.3,1.0,0,0
2155,2,13.0,6.0,46.2,0.15,0.33,17.6,0.0,0,0
2156,0,8.0,5.0,62.5,0.0,0.0,20.1,2.0,0,0
2157,1,14.0,6.0,42.9,0.07,0.17,16.7,1.0,0,0
2158,1,5.0,1.0,20.0,0.2,1.0,16.3,0.0,0,0
2159,2,10.0,3.0,30.0,0.1,0.33,25.3,0.0,1,1
