,Standard__Gls,Standard__Sh,Standard__SoT,Standard__SoT%,Standard__G/Sh,Standard__G/SoT,Standard__Dist,Standard__FK,Standard__PK,Standard__PKatt
2890,0,11.0,4.0,36.4,0.0,0.0,20.9,0.0,0,0
2891,2,8.0,2.0,25.0,0.13,0.5,19.2,1.0,1,1
2892,3,14.0,7.0,50.0,0.21,0.43,16.0,0.0,0,0
2893,1,12.0,3.0,25.0,0.08,0.33,17.6,1.0,0,0
2894,0,10.0,1.0,10.0,0.0,0.0,18.9,0.0,0,0
2895,0,19.0,6.0,31.6,0.0,0.0,19.3,1.0,0,0
2896,0,6.0,1.0,16.7,0.0,0.0,20.1,0.0,0,0
2897,3,16.0,7.0,43.8,0.13,0.29,18.4,1.0,1,2
2898,1,10.0,3.0,30.0,0.1,0.33,12.4,0.0,0,0
2899,1,10.0,5.0,50.0,0.1,0.2,22.8,2.0,0,0
2900,0,6.0,2.0,33.3,0.0,0.0,18.1,0.0,0,0
2901,0,16.0,4.0,25.0,0.0,0.0,19.2,0.0,0,0
2902,1,9.0,3.0,33.3,0.11,0.33,14.3,1.0,0,0
2903,1,10.0,4.0,40.0,0.1,0.25,13.8,0.0,0,0
2904,2,9.0,4.0,44.4,0.22,0.5,16.3,0.0,0,0
2905,1,12.0,4.0,33.3,0.08,0.25,18.2,2.0,0,0
2906,3,13.0,3.0,23.1,0.15,0.67,17.2,2.0,1,1
2907,0,13.0,3.0,23.1,0.0,0.0,16.5,1.0,0,0
2908,0,5.0,2.0,40.0,0.0,0.0,10.5,1.0,0,0
2909,2,17.0,12.0,70.6,0.12,0.17,15.8,0.0,0,0
2910,1,16.0,3.0,18.8,0.06,0.33,16.7,1.0,0,0
2911,2,5.0,1.0,20.0,0.2,1.0,18.3,0.0,1,2
2912,1,10.0,3.0,30.0,0.1,0.33,16.1,0.0,0,0
2913,4,8.0,4.0,50.0,0.5,1.0,20.1,0.0,0,0
2914,1,4.0,0.0,0.0,0.0,,12.0,0.0,1,1
2915,4,8.0,5.0,62.5,0.38,0.6,15.1,0.0,1,1
2916,0,6.0,1.0,16.7,0.0,0.0,19.2,0.0,0,0
2917,1,8.0,3.0,37.5,0.13,0.33,16.5,1.0,0,0
2918,1,6.0,2.0,33.3,0.17,0.5,17.0,1.0,0,0
2919,1,13.0,6.0,46.2,0.08,0.17,13.3,0.0,0,0
2920,1,6.0,2.0,33.3,0.17,0.5,12.8,0.0,0,0
2921,1,9.0,2.0,22.2,0.11,0.5,19.6,1.0,0,0
2922,0,6.0,2.0,33.3,0.0,0.0,19.3,0.0,0,0
2923,0,17.0,5.0,29.4,0.0,0.0,17.5,1.0,0,0
2924,2,6.0,4.0,66.7,0.33,0.5,13.7,0.0,0,0
2925,0,8.0,1.0,12.5,0.0,0.0,15.4,0.0,0,0
2926,2,15.0,5.0,33.3,0.13,0.4,13.3,1.0,0,0
2927,1,10.0,4.0,40.0,0.1,0.25,14.9,0.0,0,0
2928,2,7.0,2.0,28.6,0.29,1.0,15.1,0.0,0,0
2929,1,3.0,1.0,33.3,0.0,0.0,17.3,0.0,1,1
2930,1,11.0,2.0,18.2,0.0,0.0,17.4,0.0,1,1
2931,2,9.0,3.0,33.3,0.11,0.33,19.6,0.0,1,1
2932,2,11.0,3.0,27.3,0.18,0.67,16.0,0.0,0,0
2933,1,14.0,3.0,21.4,0.07,0.33,20.8,0.0,0,0
2934,0,14.0,5.0,35.7,0.0,0.0,15.9,1.0,0,0
2935,1,5.0,2.0,40.0,0.2,0.5,15.1,0.0,0,0
2936,2,13.0,7.0,53.8,0.15,0.29,16.3,0.0,0,0
2937,2,14.0,4.0,28.6,0.14,0.5,18.5,0.0,0,0
2938,2,5.0,2.0,40.0,0.4,1.0,17.3,0.0,0,0
2939,1,16.0,4.0,25.0,0.06,0.25,17.1,1.0,0,0
2940,2,8.0,5.0,62.5,0.25,0.4,12.8,0.0,0,0
2941,0,10.0,2.0,20.0,0.0,0.0,18.0,0.0,0,0
2942,0,6.0,2.0,33.3,0.0,0.0,19.7,0.0,0,0
2943,3,15.0,4.0,26.7,0.2,0.75,16.1,0.0,0,0
2944,0,5.0,1.0,20.0,0.0,0.0,15.3,0.0,0,1
2945,1,11.0,4.0,36.4,0.09,0.25,17.1,0.0,0,0
2946,0,7.0,3.0,42.9,0.0,0.0,21.1,2.0,0,0
2947,0,10.0,3.0,30.0,0.0,0.0,17.6,0.0,0,0
2948,0,3.0,2.0,66.7,0.0,0.0,29.4,0.0,0,0
2949,2,22.0,6.0,27.3,0.09,0.33,20.3,0.0,0,0
2950,1,10.0,2.0,20.0,0.1,0.5,23.9,2.0,0,0
2951,1,11.0,4.0,36.4,0.09,0.25,16.9,0.0,0,0
2952,0,15.0,3.0,20.0,0.0,0.0,24.7,1.0,0,0
2953,1,4.0,3.0,75.0,0.25,0.33,19.8,0.0,0,0
2954,1,8.0,4.0,50.0,0.13,0.25,19.0,1.0,0,0
2955,0,9.0,2.0,22.2,0.0,0.0,17.1,0.0,0,0
2956,2,9.0,4.0,44.4,0.22,0.5,17.1,0.0,0,0
2957,3,13.0,5.0,38.5,0.23,0.6,14.7,2.0,0,1
2958,1,8.0,2.0,25.0,0.13,0.5,21.0,1.0,0,0
2959,0,18.0,3.0,16.7,0.0,0.0,16.3,0.0,0,0
2960,0,1.0,0.0,0.0,0.0,,4.8,0.0,0,0
2961,2,16.0,3.0,18.8,0.13,0.67,14.5,0.0,0,0
2962,2,6.0,3.0,50.0,0.33,0.67,14.3,1.0,0,0
2963,2,15.0,5.0,33.3,0.13,0.4,17.9,1.0,0,0
2964,0,12.0,7.0,58.3,0.0,0.0,15.9,2.0,0,0
2965,0,11.0,6.0,54.5,0.0,0.0,14.4,1.0,0,0
2966,1,13.0,5.0,38.5,0.08,0.2,20.1,1.0,0,0
2967,1,11.0,1.0,9.1,0.09,1.0,18.3,0.0,0,0
2968,2,13.0,3.0,23.1,0.15,0.67,16.9,0.0,0,0
2969,2,13.0,4.0,30.8,0.15,0.5,19.3,1.0,0,0
2970,1,6.0,2.0,33.3,0.0,0.0,20.6,0.0,1,1
2971,0,10.0,2.0,20.0,0.0,0.0,19.3,0.0,0,0
2972,3,6.0,3.0,50.0,0.5,1.0,14.8,0.0,0,0
2973,0,19.0,2.0,10.5,0.0,0.0,21.6,3.0,0,0
2974,2,15.0,6.0,40.0,0.07,0.17,14.1,0.0,1,1
2975,4,9.0,4.0,44.4,0.22,0.5,25.8,0.0,2,2
2976,2,6.0,2.0,33.3,0.17,0.5,19.6,0.0,1,1
2977,2,17.0,7.0,41.2,0.12,0.29,22.2,0.0,0,0
2978,1,11.0,5.0,45.5,0.09,0.2,18.6,2.0,0,0
2979,2,14.0,5.0,35.7,0.14,0.4,19.3,0.0,0,0
2980,2,9.0,3.0,33.3,0.11,0.33,15.4,0.0,1,1
2981,3,13.0,3.0,23.1,0.15,0.67,17.6,0.0,1,1
2982,2,9.0,2.0,22.2,0.22,1.0,15.0,1.0,0,0
2983,0,11.0,3.0,27.3,0.0,0.0,14.3,0.0,0,0
2984,3,17.0,5.0,29.4,0.18,0.6,14.7,1.0,0,0
2985,3,16.0,6.0,37.5,0.19,0.5,18.8,0.0,0,0
2986,1,10.0,4.0,40.0,0.1,0.25,20.0,0.0,0,0
2987,0,6.0,2.0,33.3,0.0,0.0,25.1,2.0,0,0
2988,1,18.0,6.0,33.3,0.06,0.17,22.7,1.0,0,0
2989,0,4.0,3.0,75.0,0.0,0.0,21.9,0.0,0,0
2990,1,4.0,1.0,25.0,0.25,1.0,21.7,0.0,0,0
2991,0,13.0,4.0,30.8,0.0,0.0,18.4,0.0,0,0
2992,2,12.0,4.0,33.3,0.17,0.5,16.7,1.0,0,0
2993,1,14.0,7.0,50.0,0.07,0.14,13.4,0.0,0,0
2994,2,9.0,3.0,33.3,0.22,0.67,18.5,0.0,0,0
2995,0,11.0,2.0,18.2,0.0,0.0,15.7,0.0,0,0
2996,1,14.0,4.0,28.6,0.07,0.25,16.3,0.0,0,0
2997,1,9.0,4.0,44.4,0.11,0.25,20.1,0.0,0,0
2998,4,16.0,7.0,43.8,0.25,0.57,14.2,0.0,0,0
2999,1,10.0,5.0,50.0,0.1,0.2,16.1,0.0,0,0
3000,1,11.0,2.0,18.2,0.09,0.5,25.4,1.0,0,0
3001,2,9.0,3.0,33.3,0.22,0.67,15.4,0.0,0,0
3002,1,21.0,4.0,19.0,0.05,0.25,16.8,0.0,0,0
3003,0,17.0,5.0,29.4,0.0,0.0,16.6,0.0,0,0
3004,2,5.0,2.0,40.0,0.4,1.0,18.1,0.0,0,0
3005,3,20.0,5.0,25.0,0.15,0.6,14.7,1.0,0,0
3006,4,14.0,9.0,64.3,0.29,0.44,11.4,0.0,0,0
3007,2,26.0,9.0,34.6,0.08,0.22,18.6,0.0,0,0
3008,1,20.0,8.0,40.0,0.05,0.13,15.0,0.0,0,0
3009,1,5.0,2.0,40.0,0.2,0.5,23.1,0.0,0,0
3010,4,9.0,5.0,55.6,0.44,0.8,19.9,0.0,0,0
3011,0,8.0,1.0,12.5,0.0,0.0,21.3,1.0,0,0
3012,1,19.0,5.0,26.3,0.05,0.2,16.7,0.0,0,0
3013,2,4.0,4.0,100.0,0.5,0.5,16.0,0.0,0,0
3014,1,9.0,1.0,11.1,0.0,0.0,20.5,0.0,1,1
3015,4,13.0,8.0,61.5,0.23,0.38,18.8,0.0,1,1
3016,1,6.0,2.0,33.3,0.0,0.0,18.4,0.0,1,1
3017,1,4.0,1.0,25.0,0.25,1.0,18.2,0.0,0,0
3018,4,12.0,5.0,41.7,0.33,0.8,20.6,1.0,0,0
3019,0,7.0,0.0,0.0,0.0,,26.1,1.0,0,0
3020,2,17.0,4.0,23.5,0.12,0.5,15.3,0.0,0,0
3021,2,6.0,2.0,33.3,0.33,1.0,26.5,0.0,0,0
3022,2,14.0,4.0,28.6,0.14,0.5,17.6,0.0,0,0
3023,1,11.0,1.0,9.1,0.09,1.0,14.9,1.0,0,0
3024,0,8.0,2.0,25.0,0.0,0.0,19.0,0.0,0,0
3025,0,11.0,4.0,36.4,0.0,0.0,19.9,0.0,0,0
3026,1,7.0,3.0,42.9,0.14,0.33,23.0,0.0,0,0
3027,1,10.0,4.0,40.0,0.1,0.25,20.7,0.0,0,0
3028,0,23.0,8.0,34.8,0.0,0.0,19.6,2.0,0,0
3029,3,10.0,4.0,40.0,0.2,0.5,19.4,2.0,1,1
3030,1,6.0,2.0,33.3,0.17,0.5,20.0,0.0,0,0
3031,2,14.0,3.0,21.4,0.14,0.67,13.6,0.0,0,0
3032,0,7.0,1.0,14.3,0.0,0.0,17.5,0.0,0,0
3033,2,8.0,3.0,37.5,0.25,0.67,15.9,0.0,0,0
3034,0,17.0,3.0,17.6,0.0,0.0,15.8,2.0,0,0
3035,2,10.0,3.0,30.0,0.1,0.33,21.9,1.0,1,1
3036,0,11.0,2.0,18.2,0.0,0.0,20.3,0.0,0,0
3037,0,9.0,2.0,22.2,0.0,0.0,19.8,0.0,0,0
3038,1,11.0,2.0,18.2,0.09,0.5,21.8,0.0,0,0
3039,0,11.0,2.0,18.2,0.0,0.0,18.4,0.0,0,0
3040,0,22.0,4.0,18.2,0.0,0.0,21.6,4.0,0,0
3041,1,3.0,1.0,33.3,0.0,0.0,23.6,1.0,1,1
3042,1,7.0,2.0,28.6,0.14,0.5,20.1,1.0,0,0
3043,0,9.0,0.0,0.0,0.0,,15.7,0.0,0,0
3044,1,12.0,3.0,25.0,0.08,0.33,20.2,1.0,0,0
3045,1,6.0,2.0,33.3,0.17,0.5,20.5,1.0,0,0
3046,1,10.0,3.0,30.0,0.0,0.0,19.3,1.0,1,1
3047,0,10.0,3.0,30.0,0.0,0.0,19.2,1.0,0,0
3048,4,19.0,7.0,36.8,0.21,0.57,18.7,2.0,0,0
3049,0,14.0,1.0,7.1,0.0,0.0,19.5,0.0,0,0
3050,1,9.0,1.0,11.1,0.0,0.0,17.5,1.0,1,1
3051,2,13.0,4.0,30.8,0.15,0.5,16.2,1.0,0,0
3052,4,13.0,8.0,61.5,0.31,0.5,13.5,0.0,0,0
3053,2,11.0,3.0,27.3,0.18,0.67,19.8,1.0,0,0
3054,3,20.0,7.0,35.0,0.1,0.29,20.0,0.0,1,1
3055,0,4.0,3.0,75.0,0.0,0.0,19.4,0.0,0,0
3056,0,6.0,1.0,16.7,0.0,0.0,19.4,0.0,0,0
3057,0,14.0,3.0,21.4,0.0,0.0,19.1,1.0,0,0
3058,0,9.0,3.0,33.3,0.0,0.0,20.4,0.0,0,0
3059,0,8.0,2.0,25.0,0.0,0.0,19.9,1.0,0,0
3060,1,16.0,7.0,43.8,0.06,0.14,19.1,1.0,0,0
3061,1,7.0,2.0,28.6,0.0,0.0,19.1,1.0,1,1
3062,1,12.0,2.0,16.7,0.08,0.5,21.5,1.0,0,0
3063,0,9.0,4.0,44.4,0.0,0.0,14.8,0.0,0,0
3064,1,17.0,5.0,29.4,0.0,0.0,21.7,1.0,1,1
3065,0,12.0,2.0,16.7,0.0,0.0,16.6,0.0,0,0
3066,0,14.0,3.0,21.4,0.0,0.0,18.6,2.0,0,0
3067,1,9.0,2.0,22.2,0.11,0.5,19.2,0.0,0,0
3068,1,16.0,6.0,37.5,0.06,0.17,15.6,1.0,0,0
3069,1,9.0,3.0,33.3,0.11,0.33,15.6,1.0,0,0
3070,1,12.0,7.0,58.3,0.0,0.0,15.5,1.0,1,1
3071,0,9.0,1.0,11.1,0.0,0.0,23.8,2.0,0,0
3072,0,4.0,2.0,50.0,0.0,0.0,22.7,1.0,0,0
3073,1,8.0,4.0,50.0,0.13,0.25,21.9,0.0,0,0
3074,3,20.0,5.0,25.0,0.15,0.6,20.4,1.0,0,0
3075,3,8.0,4.0,50.0,0.38,0.75,15.1,0.0,0,0
3076,0,12.0,0.0,0.0,0.0,,20.6,1.0,0,0
3077,1,9.0,3.0,33.3,0.11,0.33,16.0,0.0,0,0
3078,0,14.0,6.0,42.9,0.0,0.0,17.0,0.0,0,1
3079,0,4.0,0.0,0.0,0.0,,36.2,0.0,0,0
3080,1,12.0,6.0,50.0,0.08,0.17,19.7,2.0,0,0
3081,0,8.0,3.0,37.5,0.0,0.0,21.9,1.0,0,0
3082,0,9.0,2.0,22.2,0.0,0.0,19.2,1.0,0,0
3083,3,9.0,4.0,44.4,0.33,0.75,11.8,0.0,0,0
3084,0,13.0,0.0,0.0,0.0,,16.7,0.0,0,0
3085,1,6.0,2.0,33.3,0.17,0.5,12.9,0.0,0,0
3086,1,18.0,5.0,27.8,0.06,0.2,17.2,0.0,0,0
3087,1,7.0,4.0,57.1,0.14,0.25,14.9,0.0,0,0
3088,0,6.0,0.0,0.0,0.0,,23.7,0.0,0,0
3089,1,7.0,2.0,28.6,0.14,0.5,13.4,0.0,0,0
3090,0,12.0,6.0,50.0,0.0,0.0,22.1,1.0,0,0
3091,1,13.0,3.0,23.1,0.08,0.33,18.3,0.0,0,0
3092,2,7.0,3.0,42.9,0.29,0.67,15.6,0.0,0,0
3093,1,8.0,3.0,37.5,0.13,0.33,23.7,0.0,0,0
3094,3,12.0,2.0,16.7,0.08,0.5,20.2,0.0,2,2
3095,4,18.0,5.0,27.8,0.17,0.6,18.7,2.0,1,1
3096,2,6.0,2.0,33.3,0.17,0.5,19.9,0.0,1,1
3097,0,9.0,3.0,33.3,0.0,0.0,19.5,1.0,0,0
3098,1,23.0,3.0,13.0,0.04,0.33,19.7,1.0,0,0
3099,2,2.0,2.0,100.0,1.0,1.0,16.4,0.0,0,0
3100,1,22.0,6.0,27.3,0.05,0.17,17.6,1.0,0,0
3101,1,6.0,1.0,16.7,0.0,0.0,23.4,0.0,1,1
3102,2,19.0,5.0,26.3,0.11,0.4,15.5,1.0,0,0
3103,0,7.0,1.0,14.3,0.0,0.0,23.1,0.0,0,0
3104,2,13.0,3.0,23.1,0.15,0.67,17.8,0.0,0,0
3105,1,9.0,3.0,33.3,0.11,0.33,19.4,1.0,0,0
3106,3,10.0,4.0,40.0,0.3,0.75,23.5,1.0,0,0
3107,1,11.0,2.0,18.2,0.09,0.5,18.3,0.0,0,0
3108,0,6.0,1.0,16.7,0.0,0.0,15.9,0.0,0,0
3109,2,15.0,3.0,20.0,0.07,0.33,20.6,1.0,1,1
3110,5,14.0,10.0,71.4,0.29,0.4,12.8,0.0,1,1
3111,2,11.0,4.0,36.4,0.18,0.5,15.0,0.0,0,0
3112,1,8.0,3.0,37.5,0.13,0.33,21.8,0.0,0,0
3113,0,10.0,1.0,10.0,0.0,0.0,23.2,2.0,0,0
3114,1,11.0,2.0,18.2,0.09,0.5,21.2,0.0,0,0
3115,2,19.0,9.0,47.4,0.11,0.22,17.4,1.0,0,0
3116,2,6.0,2.0,33.3,0.33,1.0,22.2,0.0,0,1
3117,1,14.0,4.0,28.6,0.07,0.25,18.2,0.0,0,0
3118,0,12.0,2.0,16.7,0.0,0.0,24.1,3.0,0,1
3119,3,10.0,4.0,40.0,0.2,0.5,19.4,1.0,1,1
3120,0,6.0,0.0,0.0,0.0,,15.6,0.0,0,0
3121,0,14.0,2.0,14.3,0.0,0.0,18.0,0.0,0,0
3122,1,11.0,6.0,54.5,0.09,0.17,16.2,0.0,0,0
3123,1,9.0,2.0,22.2,0.11,0.5,16.7,0.0,0,0
3124,0,8.0,3.0,37.5,0.0,0.0,22.6,0.0,0,0
3125,2,12.0,4.0,33.3,0.08,0.25,18.6,0.0,1,1
3126,0,11.0,3.0,27.3,0.0,0.0,14.4,1.0,0,0
3127,0,10.0,1.0,10.0,0.0,0.0,17.8,0.0,0,0
3128,0,10.0,3.0,30.0,0.0,0.0,23.0,1.0,0,1
3129,0,11.0,4.0,36.4,0.0,0.0,17.3,0.0,0,0
3130,2,11.0,4.0,36.4,0.18,0.5,17.1,1.0,0,0
3131,1,23.0,9.0,39.1,0.04,0.11,15.0,0.0,0,0
3132,2,18.0,10.0,55.6,0.11,0.2,18.4,0.0,0,0
3133,1,12.0,4.0,33.3,0.08,0.25,18.8,1.0,0,0
3134,1,5.0,2.0,40.0,0.2,0.5,14.6,0.0,0,0
3135,1,17.0,6.0,35.3,0.06,0.17,15.6,1.0,0,0
3136,0,7.0,1.0,14.3,0.0,0.0,18.5,0.0,0,0
3137,2,12.0,4.0,33.3,0.17,0.5,17.7,0.0,0,0
3138,0,5.0,1.0,20.0,0.0,0.0,24.1,0.0,0,1
3139,2,8.0,3.0,37.5,0.25,0.67,18.9,0.0,0,0
3140,2,4.0,2.0,50.0,0.5,1.0,13.6,0.0,0,0
3141,0,8.0,1.0,12.5,0.0,0.0,18.5,0.0,0,0
3142,3,11.0,5.0,45.5,0.27,0.6,18.6,0.0,0,0
3143,0,7.0,2.0,28.6,0.0,0.0,14.9,0.0,0,0
3144,1,8.0,3.0,37.5,0.13,0.33,15.9,0.0,0,0
3145,1,9.0,1.0,11.1,0.0,0.0,14.6,0.0,1,1
3146,1,9.0,3.0,33.3,0.11,0.33,20.2,0.0,0,0
3147,6,18.0,11.0,61.1,0.33,0.55,15.2,0.0,0,0
3148,1,17.0,5.0,29.4,0.06,0.2,20.4,0.0,0,0
3149,4,14.0,9.0,64.3,0.29,0.44,16.0,0.0,0,0
3150,3,16.0,9.0,56.3,0.19,0.33,16.6,0.0,0,0
3151,2,9.0,1.0,11.1,0.11,1.0,19.9,0.0,1,1
3152,1,11.0,3.0,27.3,0.09,0.33,23.1,0.0,0,0
3153,3,20.0,11.0,55.0,0.15,0.27,17.4,0.0,0,0
3154,0,13.0,3.0,23.1,0.0,0.0,17.4,0.0,0,0
3155,0,6.0,2.0,33.3,0.0,0.0,17.0,1.0,0,0
3156,0,13.0,1.0,7.7,0.0,0.0,20.5,0.0,0,0
3157,1,7.0,1.0,14.3,0.14,1.0,16.0,0.0,0,0
3158,1,13.0,6.0,46.2,0.08,0.17,19.7,1.0,0,0
3159,1,12.0,4.0,33.3,0.08,0.25,16.8,0.0,0,0
3160,2,12.0,5.0,41.7,0.17,0.4,16.9,0.0,0,0
3161,0,13.0,2.0,15.4,0.0,0.0,22.4,0.0,0,0
3162,0,6.0,2.0,33.3,0.0,0.0,13.5,0.0,0,0
3163,0,15.0,2.0,13.3,0.0,0.0,19.2,0.0,0,0
3164,3,11.0,6.0,54.5,0.27,0.5,20.4,1.0,0,0
3165,2,17.0,8.0,47.1,0.12,0.25,15.5,1.0,0,0
3166,0,6.0,2.0,33.3,0.0,0.0,18.5,0.0,0,0
3167,3,19.0,11.0,57.9,0.11,0.18,17.3,0.0,1,1
3168,1,18.0,4.0,22.2,0.06,0.25,18.5,1.0,0,0
3169,1,6.0,1.0,16.7,0.17,1.0,10.8,0.0,0,0
3170,3,13.0,6.0,46.2,0.23,0.5,13.5,0.0,0,0
3171,0,5.0,2.0,40.0,0.0,0.0,23.6,0.0,0,0
3172,0,8.0,3.0,37.5,0.0,0.0,19.5,0.0,0,0
3173,2,20.0,5.0,25.0,0.1,0.4,19.9,1.0,0,0
3174,1,13.0,4.0,30.8,0.08,0.25,23.6,0.0,0,1
3175,0,7.0,4.0,57.1,0.0,0.0,16.2,0.0,0,0
3176,0,17.0,5.0,29.4,0.0,0.0,14.4,0.0,0,0
3177,1,15.0,4.0,26.7,0.07,0.25,14.0,0.0,0,1
3178,0,7.0,0.0,0.0,0.0,,21.3,0.0,0,0
3179,1,7.0,3.0,42.9,0.14,0.33,17.0,0.0,0,0
3180,1,11.0,7.0,63.6,0.09,0.14,19.7,1.0,0,0
3181,0,5.0,1.0,20.0,0.0,0.0,20.1,0.0,0,1
3182,0,16.0,4.0,25.0,0.0,0.0,19.7,0.0,0,0
3183,0,2.0,1.0,50.0,0.0,0.0,14.4,0.0,0,0
3184,2,6.0,3.0,50.0,0.33,0.67,16.3,0.0,0,0
3185,0,9.0,2.0,22.2,0.0,0.0,21.9,2.0,0,0
3186,1,12.0,4.0,33.3,0.08,0.25,17.2,0.0,0,0
3187,0,10.0,1.0,10.0,0.0,0.0,19.7,0.0,0,0
3188,2,8.0,4.0,50.0,0.25,0.5,21.4,0.0,0,0
3189,1,18.0,4.0,22.2,0.06,0.25,18.1,2.0,0,0
3190,2,11.0,4.0,36.4,0.18,0.5,11.9,0.0,0,0
3191,1,10.0,5.0,50.0,0.1,0.2,19.6,0.0,0,0
3192,0,10.0,3.0,30.0,0.0,0.0,21.0,1.0,0,0
3193,1,9.0,2.0,22.2,0.11,0.5,23.3,2.0,0,0
3194,0,14.0,3.0,21.4,0.0,0.0,18.6,0.0,0,0
3195,1,3.0,1.0,33.3,0.33,1.0,29.6,0.0,0,0
3196,0,14.0,4.0,28.6,0.0,0.0,21.6,0.0,0,0
3197,0,6.0,2.0,33.3,0.0,0.0,14.1,0.0,0,0
3198,1,10.0,2.0,20.0,0.1,0.5,25.0,2.0,0,0
3199,0,7.0,1.0,14.3,0.0,0.0,17.6,0.0,0,0
3200,1,7.0,3.0,42.9,0.14,0.33,19.6,0.0,0,0
3201,2,10.0,4.0,40.0,0.2,0.5,16.8,0.0,0,0
3202,0,14.0,3.0,21.4,0.0,0.0,20.9,1.0,0,0
3203,1,8.0,2.0,25.0,0.13,0.5,19.0,0.0,0,0
3204,2,6.0,2.0,33.3,0.33,1.0,13.2,0.0,0,0
3205,1,11.0,6.0,54.5,0.09,0.17,18.5,0.0,0,0
3206,3,11.0,4.0,36.4,0.18,0.5,18.2,1.0,1,1
3207,1,9.0,3.0,33.3,0.11,0.33,25.6,2.0,0,0
3208,0,14.0,2.0,14.3,0.0,0.0,15.7,1.0,0,0
3209,1,19.0,4.0,21.1,0.05,0.25,19.4,0.0,0,0
3210,0,13.0,2.0,15.4,0.0,0.0,19.4,0.0,0,0
3211,2,14.0,6.0,42.9,0.14,0.33,17.3,1.0,0,0
3212,1,17.0,5.0,29.4,0.06,0.2,20.1,0.0,0,0
3213,1,9.0,4.0,44.4,0.11,0.25,24.3,1.0,0,0
3214,1,9.0,4.0,44.4,0.11,0.25,26.0,1.0,0,0
3215,2,20.0,5.0,25.0,0.1,0.4,18.0,0.0,0,0
3216,0,23.0,3.0,13.0,0.0,0.0,18.7,1.0,0,0
3217,2,7.0,3.0,42.9,0.14,0.33,15.7,0.0,1,1
3218,2,20.0,7.0,35.0,0.1,0.29,20.9,2.0,0,0
3219,2,12.0,7.0,58.3,0.17,0.29,21.7,0.0,0,0
3220,2,12.0,5.0,41.7,0.08,0.2,19.1,1.0,1,2
3221,1,11.0,3.0,27.3,0.09,0.33,18.4,0.0,0,0
3222,3,12.0,7.0,58.3,0.25,0.43,18.0,2.0,0,0
3223,5,18.0,11.0,61.1,0.28,0.45,15.5,0.0,0,0
3224,1,12.0,2.0,16.7,0.08,0.5,15.2,0.0,0,0
3225,2,10.0,5.0,50.0,0.2,0.4,13.5,0.0,0,0
3226,3,10.0,4.0,40.0,0.2,0.5,19.1,0.0,1,1
3227,2,14.0,3.0,21.4,0.14,0.67,22.4,2.0,0,0
3228,2,8.0,4.0,50.0,0.25,0.5,20.5,1.0,0,0
3229,2,16.0,3.0,18.8,0.06,0.33,19.7,0.0,1,1
3230,0,11.0,2.0,18.2,0.0,0.0,22.7,1.0,0,0
3231,3,16.0,8.0,50.0,0.19,0.38,16.1,1.0,0,0
3232,0,4.0,1.0,25.0,0.0,0.0,21.6,1.0,0,0
3233,1,16.0,5.0,31.3,0.06,0.2,17.3,0.0,0,0
3234,1,13.0,2.0,15.4,0.0,0.0,26.4,1.0,1,1
3235,1,23.0,6.0,26.1,0.04,0.17,14.5,0.0,0,0
3236,3,9.0,4.0,44.4,0.33,0.75,16.1,0.0,0,0
3237,3,14.0,5.0,35.7,0.21,0.6,13.0,0.0,0,0
3238,1,11.0,4.0,36.4,0.09,0.25,14.3,0.0,0,0
3239,0,15.0,0.0,0.0,0.0,,16.9,0.0,0,1
3240,1,12.0,3.0,25.0,0.08,0.33,21.9,0.0,0,0
3241,1,10.0,3.0,30.0,0.1,0.33,17.9,0.0,0,0
3242,1,10.0,4.0,40.0,0.1,0.25,11.2,0.0,0,0
3243,4,13.0,8.0,61.5,0.23,0.38,17.0,0.0,1,1
3244,0,7.0,0.0,0.0,0.0,,15.7,0.0,0,0
3245,0,17.0,3.0,17.6,0.0,0.0,24.6,1.0,0,0
3246,0,14.0,6.0,42.9,0.0,0.0,18.5,0.0,0,0
3247,2,11.0,4.0,36.4,0.18,0.5,15.6,1.0,0,0
3248,1,17.0,3.0,17.6,0.06,0.33,18.9,1.0,0,1
3249,1,6.0,4.0,66.7,0.17,0.25,25.0,0.0,0,0
3250,2,8.0,1.0,12.5,0.0,0.0,19.3,0.0,2,2
3251,2,7.0,3.0,42.9,0.29,0.67,14.8,0.0,0,0
3252,2,17.0,5.0,29.4,0.12,0.4,17.0,0.0,0,0
3253,1,13.0,4.0,30.8,0.08,0.25,19.9,0.0,0,0
3254,2,16.0,4.0,25.0,0.13,0.5,15.3,1.0,0,0
3255,0,10.0,3.0,30.0,0.0,0.0,23.3,1.0,0,0
3256,2,8.0,1.0,12.5,0.13,1.0,23.0,0.0,1,1
3257,0,11.0,1.0,9.1,0.0,0.0,14.3,0.0,0,0
3258,1,3.0,2.0,66.7,0.33,0.5,10.8,0.0,0,0
3259,1,16.0,5.0,31.3,0.06,0.2,21.1,1.0,0,0
3260,1,12.0,1.0,8.3,0.0,0.0,18.1,0.0,1,1
3261,1,11.0,5.0,45.5,0.09,0.2,19.3,1.0,0,0
3262,0,8.0,1.0,12.5,0.0,0.0,18.4,0.0,0,0
3263,2,18.0,9.0,50.0,0.11,0.22,12.0,0.0,0,0
3264,2,12.0,7.0,58.3,0.17,0.29,16.9,0.0,0,0
3265,1,10.0,3.0,30.0,0.1,0.33,19.7,2.0,0,0
3266,1,11.0,5.0,45.5,0.09,0.2,14.9,1.0,0,0
